actor_1_name,actor_2_name,actor_3_name,director_name,genres,plot_keywords,movie_title,comb
Vivica A. Fox,Sela Ward,Judd Hirsch,Roland Emmerich,Action|Adventure|Sci-Fi,alien|battle|defense|independence day|mothership,independence day: resurgence,Vivica A. Fox Sela Ward Judd Hirsch Roland Emmerich Action|Adventure|Sci-Fi alien|battle|defense|independence day|mothership
Gerard Butler,America Ferrera,Craig Ferguson,Dean DeBlois,Adventure|Animation|Family|Fantasy,dragon|island|training|viking|village,how to train your dragon,Gerard Butler America Ferrera Craig Ferguson Dean DeBlois Adventure|Animation|Family|Fantasy dragon|island|training|viking|village
Nick Stahl,M.C. Gainey,Carolyn Hennesy,Jonathan Mostow,Action|Sci-Fi,drifter|exploding truck|future|machine|skynet,terminator 3: rise of the machines,Nick Stahl M.C. Gainey Carolyn Hennesy Jonathan Mostow Action|Sci-Fi drifter|exploding truck|future|machine|skynet
Bradley Cooper,Vin Diesel,Djimon Hounsou,James Gunn,Action|Adventure|Sci-Fi,bounty hunter|outer space|raccoon|talking animal|tree,guardians of the galaxy,Bradley Cooper Vin Diesel Djimon Hounsou James Gunn Action|Adventure|Sci-Fi bounty hunter|outer space|raccoon|talking animal|tree
Matthew McConaughey,Anne Hathaway,Mackenzie Foy,Christopher Nolan,Adventure|Drama|Sci-Fi,black hole|father daughter relationship|saving the world|space travel|wormhole,interstellar,Matthew McConaughey Anne Hathaway Mackenzie Foy Christopher Nolan Adventure|Drama|Sci-Fi black hole|father daughter relationship|saving the world|space travel|wormhole
Leonardo DiCaprio,Tom Hardy,Joseph Gordon-Levitt,Christopher Nolan,Action|Adventure|Sci-Fi|Thriller,ambiguous ending|corporate espionage|dream|subconscious|thief,inception,Leonardo DiCaprio Tom Hardy Joseph Gordon-Levitt Christopher Nolan Action|Adventure|Sci-Fi|Thriller ambiguous ending|corporate espionage|dream|subconscious|thief
Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Hideaki Anno,Action|Adventure|Drama|Horror|Sci-Fi,blood|godzilla|monster|sequel,godzilla resurgence,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action|Adventure|Drama|Horror|Sci-Fi blood|godzilla|monster|sequel
Aidan Turner,Adam Brown,James Nesbitt,Peter Jackson,Adventure|Fantasy,dragon|dwarf|hobbit|orc|wizard,the hobbit: an unexpected journey,Aidan Turner Adam Brown James Nesbitt Peter Jackson Adventure|Fantasy dragon|dwarf|hobbit|orc|wizard
Paul Walker,Vin Diesel,Jordana Brewster,Rob Cohen,Action|Crime|Thriller,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,the fast and the furious,Paul Walker Vin Diesel Jordana Brewster Rob Cohen Action|Crime|Thriller eighteen wheeler|illegal street racing|truck|trucker|undercover cop
Brad Pitt,Jason Flemyng,Julia Ormond,David Fincher,Drama|Fantasy|Romance,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,the curious case of benjamin button,Brad Pitt Jason Flemyng Julia Ormond David Fincher Drama|Fantasy|Romance deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging
Jennifer Lawrence,Michael Fassbender,Oliver Platt,Matthew Vaughn,Action|Adventure|Sci-Fi,cia|cia agent|mutant|nuclear war|professor,x-men: first class,Jennifer Lawrence Michael Fassbender Oliver Platt Matthew Vaughn Action|Adventure|Sci-Fi cia|cia agent|mutant|nuclear war|professor
Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Francis Lawrence,Adventure|Sci-Fi,death of sister|dystopia|execution|rebellion|revolution,the hunger games: mockingjay - part 2,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure|Sci-Fi death of sister|dystopia|execution|rebellion|revolution
Nicolas Cage,Omar Benson Miller,Robert Capron,Jon Turteltaub,Action|Adventure|Family|Fantasy,chosen one|enchanted object|love|spell|training,the sorcerer's apprentice,Nicolas Cage Omar Benson Miller Robert Capron Jon Turteltaub Action|Adventure|Family|Fantasy chosen one|enchanted object|love|spell|training
Jimmy Bennett,Mike Vogel,Andre Braugher,Wolfgang Petersen,Action|Adventure|Drama|Thriller,cruise|escape|ocean|passenger|water,poseidon,Jimmy Bennett Mike Vogel Andre Braugher Wolfgang Petersen Action|Adventure|Drama|Thriller cruise|escape|ocean|passenger|water
Johnny Depp,Alan Rickman,Anne Hathaway,James Bobin,Adventure|Family|Fantasy,clock|dark fantasy|mad hatter|queen|sequel,alice through the looking glass,Johnny Depp Alan Rickman Anne Hathaway James Bobin Adventure|Family|Fantasy clock|dark fantasy|mad hatter|queen|sequel
Justin Timberlake,Eric Idle,Rupert Everett,Chris Miller,Adventure|Animation|Comedy|Family|Fantasy,disney spoof|fairy tale|prince|princess|tough guy,shrek the third,Justin Timberlake Eric Idle Rupert Everett Chris Miller Adventure|Animation|Comedy|Family|Fantasy disney spoof|fairy tale|prince|princess|tough guy
Dominic Cooper,Callum Rennie,Ruth Negga,Duncan Jones,Action|Adventure|Fantasy,based on video game|fictional language|fictional war|orc|sword and sorcery,warcraft,Dominic Cooper Callum Rennie Ruth Negga Duncan Jones Action|Adventure|Fantasy based on video game|fictional language|fictional war|orc|sword and sorcery
J.K. Simmons,Emilia Clarke,Matt Smith,Alan Taylor,Action|Adventure|Sci-Fi,alternate timeline|cyborg|future|robot|time machine,terminator genisys,J.K. Simmons Emilia Clarke Matt Smith Alan Taylor Action|Adventure|Sci-Fi alternate timeline|cyborg|future|robot|time machine
Bruce Spence,Shane Rangi,Laura Brent,Michael Apted,Adventure|Family|Fantasy,dragon|king|mouse|quest|warrior,the chronicles of narnia: the voyage of the dawn treader,Bruce Spence Shane Rangi Laura Brent Michael Apted Adventure|Family|Fantasy dragon|king|mouse|quest|warrior
Jennifer Garner,Jaime King,Mako,Michael Bay,Action|Drama|History|Romance|War,air raid|black smoke|japanese military|japanese navy|sunday,pearl harbor,Jennifer Garner Jaime King Mako Michael Bay Action|Drama|History|Romance|War air raid|black smoke|japanese military|japanese navy|sunday
Zack Ward,Michael O'Neill,Kevin Dunn,Michael Bay,Action|Adventure|Sci-Fi,alien contact|autobot|decepticon|robot vs. robot|teenage hero,transformers,Zack Ward Michael O'Neill Kevin Dunn Michael Bay Action|Adventure|Sci-Fi alien contact|autobot|decepticon|robot vs. robot|teenage hero
Anthony Hopkins,Angelina Jolie Pitt,Brian Blessed,Oliver Stone,Action|Adventure|Biography|Drama|History|Romance|War,ancient greece|conquest|greek|greek myth|king,alexander,Anthony Hopkins Angelina Jolie Pitt Brian Blessed Oliver Stone Action|Adventure|Biography|Drama|History|Romance|War ancient greece|conquest|greek|greek myth|king
Robert Pattinson,Daniel Radcliffe,Fiona Shaw,David Yates,Adventure|Family|Fantasy|Mystery,battle|magic|school|teacher|wizard,harry potter and the order of the phoenix,Robert Pattinson Daniel Radcliffe Fiona Shaw David Yates Adventure|Family|Fantasy|Mystery battle|magic|school|teacher|wizard
Robert Pattinson,Daniel Radcliffe,Rupert Grint,Mike Newell,Adventure|Family|Fantasy|Mystery,fire|goblet|magic|tournament|wizard,harry potter and the goblet of fire,Robert Pattinson Daniel Radcliffe Rupert Grint Mike Newell Adventure|Family|Fantasy|Mystery fire|goblet|magic|tournament|wizard
Will Smith,Charlize Theron,Eddie Marsan,Peter Berg,Action|Drama,bully comeuppance|destruction|prison|superhero|tough girl,hancock,Will Smith Charlize Theron Eddie Marsan Peter Berg Action|Drama bully comeuppance|destruction|prison|superhero|tough girl
Will Smith,Alice Braga,Willow Smith,Francis Lawrence,Drama|Horror|Sci-Fi,new york city|pandemic|post apocalypse|survivalist|virus,i am legend,Will Smith Alice Braga Willow Smith Francis Lawrence Drama|Horror|Sci-Fi new york city|pandemic|post apocalypse|survivalist|virus
Johnny Depp,Christopher Lee,David Kelly,Tim Burton,Adventure|Comedy|Family|Fantasy,chocolate|diminution|miniaturization|physical flexability|ticket,charlie and the chocolate factory,Johnny Depp Christopher Lee David Kelly Tim Burton Adventure|Comedy|Family|Fantasy chocolate|diminution|miniaturization|physical flexability|ticket
Janeane Garofalo,John Ratzenberger,Brian Dennehy,Brad Bird,Animation|Comedy|Family|Fantasy,chef|food|french|rat|restaurant,ratatouille,Janeane Garofalo John Ratzenberger Brian Dennehy Brad Bird Animation|Comedy|Family|Fantasy chef|food|french|rat|restaurant
Christian Bale,Liam Neeson,Morgan Freeman,Christopher Nolan,Action|Adventure,armored car|gangster|gotham|mixed martial arts|social decay,batman begins,Christian Bale Liam Neeson Morgan Freeman Christopher Nolan Action|Adventure armored car|gangster|gotham|mixed martial arts|social decay
Bernie Mac,Jada Pinkett Smith,Cedric the Entertainer,Eric Darnell,Action|Adventure|Animation|Comedy|Family,africa|madagascar|new york city|sequel|zoo,madagascar: escape 2 africa,Bernie Mac Jada Pinkett Smith Cedric the Entertainer Eric Darnell Action|Adventure|Animation|Comedy|Family africa|madagascar|new york city|sequel|zoo
Robin Williams,Rami Malek,Steve Coogan,Shawn Levy,Adventure|Comedy|Family|Fantasy,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,night at the museum: battle of the smithsonian,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure|Comedy|Family|Fantasy hdtv|motorcycle|museum|security guard|tyrannosaurus rex
Hugh Jackman,Ryan Reynolds,Dominic Monaghan,Gavin Hood,Action|Adventure|Fantasy|Sci-Fi|Thriller,army|civil war|claw fight|commando|wolverine the character,x-men origins: wolverine,Hugh Jackman Ryan Reynolds Dominic Monaghan Gavin Hood Action|Adventure|Fantasy|Sci-Fi|Thriller army|civil war|claw fight|commando|wolverine the character
Essie Davis,Collin Chou,Nona Gaye,Lana Wachowski,Action|Sci-Fi,battle|epic|fight|future|machine,the matrix revolutions,Essie Davis Collin Chou Nona Gaye Lana Wachowski Action|Sci-Fi battle|epic|fight|future|machine
Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Chris Buck,Adventure|Animation|Comedy|Family|Fantasy|Musical,magic|sister love|sister sister relationship|snow|snowman,frozen,Josh Gad Maurice LaMarche Livvy Stubenrauch Chris Buck Adventure|Animation|Comedy|Family|Fantasy|Musical magic|sister love|sister sister relationship|snow|snowman
Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Lana Wachowski,Action|Sci-Fi,car motorcycle chase|one against many|oracle|prophecy|stylized violence,the matrix reloaded,Steve Bastoni Daniel Bernhardt Helmut Bakaitis Lana Wachowski Action|Sci-Fi car motorcycle chase|one against many|oracle|prophecy|stylized violence
Chris Hemsworth,Natalie Portman,Anthony Hopkins,Alan Taylor,Action|Adventure|Fantasy,arrest|portal|thor|warrior|weapon,thor: the dark world,Chris Hemsworth Natalie Portman Anthony Hopkins Alan Taylor Action|Adventure|Fantasy arrest|portal|thor|warrior|weapon
Tom Hardy,Charlize Theron,Zoë Kravitz,George Miller,Action|Adventure|Sci-Fi|Thriller,australia|desert|escape|on the run|post apocalypse,mad max: fury road,Tom Hardy Charlize Theron Zoë Kravitz George Miller Action|Adventure|Sci-Fi|Thriller australia|desert|escape|on the run|post apocalypse
Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Ron Howard,Mystery|Thriller,conclave|illuminati|murder|reference to bernini|reference to raphael,angels & demons,Tom Hanks Ayelet Zurer Armin Mueller-Stahl Ron Howard Mystery|Thriller conclave|illuminati|murder|reference to bernini|reference to raphael
Chris Hemsworth,Natalie Portman,Anthony Hopkins,Kenneth Branagh,Action|Adventure|Fantasy,battle|marvel cinematic universe|scientist|thor|throne,thor,Chris Hemsworth Natalie Portman Anthony Hopkins Kenneth Branagh Action|Adventure|Fantasy battle|marvel cinematic universe|scientist|thor|throne
Chloë Grace Moretz,Diedrich Bader,James Lipton,Byron Howard,Adventure|Animation|Comedy|Drama|Family,cat|dog|hamster|new york city|superpower,bolt,Chloë Grace Moretz Diedrich Bader James Lipton Byron Howard Adventure|Animation|Comedy|Drama|Family cat|dog|hamster|new york city|superpower
Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Hoyt Yeatman,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,fbi director|guinea pig|household appliance|secret agent|talking mouse,g-force,Kelli Garner Piper Mackenzie Harris Niecy Nash Hoyt Yeatman Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi fbi director|guinea pig|household appliance|secret agent|talking mouse
Liam Neeson,Edgar Ramírez,Lily James,Jonathan Liebesman,Action|Adventure|Fantasy,ares|hades|titan|underworld|zeus,wrath of the titans,Liam Neeson Edgar Ramírez Lily James Jonathan Liebesman Action|Adventure|Fantasy ares|hades|titan|underworld|zeus
Johnny Depp,Chloë Grace Moretz,Christopher Lee,Tim Burton,Comedy|Fantasy|Horror,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,dark shadows,Johnny Depp Chloë Grace Moretz Christopher Lee Tim Burton Comedy|Fantasy|Horror camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup
Tom Cruise,Jeremy Renner,Sean Harris,Christopher McQuarrie,Action|Adventure|Thriller,capture|computer hacker|mission|rogue agent|spy,mission: impossible - rogue nation,Tom Cruise Jeremy Renner Sean Harris Christopher McQuarrie Action|Adventure|Thriller capture|computer hacker|mission|rogue agent|spy
Anthony Hopkins,Simon Merrells,Art Malik,Joe Johnston,Drama|Fantasy|Horror|Thriller,asylum|death|full moon|transformation|werewolf,the wolfman,Anthony Hopkins Simon Merrells Art Malik Joe Johnston Drama|Fantasy|Horror|Thriller asylum|death|full moon|transformation|werewolf
Christoph Waltz,Alexander Skarsgård,Casper Crump,David Yates,Action|Adventure|Drama|Romance,africa|capture|jungle|male objectification|tarzan,the legend of tarzan,Christoph Waltz Alexander Skarsgård Casper Crump David Yates Action|Adventure|Drama|Romance africa|capture|jungle|male objectification|tarzan
Matthew Broderick,Oprah Winfrey,Rip Torn,Steve Hickner,Adventure|Animation|Comedy|Family,bee|dream sequence|egg|scatological humor|squashed bug,bee movie,Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner Adventure|Animation|Comedy|Family bee|dream sequence|egg|scatological humor|squashed bug
Angelina Jolie Pitt,Gary Oldman,Mike Bell,Jennifer Yuh Nelson,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|peacock|tigress,kung fu panda 2,Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson Action|Adventure|Animation|Comedy|Family china|kung fu|panda|peacock|tigress
Seychelle Gabriel,Noah Ringer,Aasif Mandvi,M. Night Shyamalan,Action|Adventure|Family|Fantasy,avatar|fire|kingdom|tribe|water,the last airbender,Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan Action|Adventure|Family|Fantasy avatar|fire|kingdom|tribe|water
Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,J.J. Abrams,Action|Adventure|Thriller,arms dealer|fictional government agency|mission|rescue|vatican,mission: impossible iii,Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams Action|Adventure|Thriller arms dealer|fictional government agency|mission|rescue|vatican
Channing Tatum,Jake Weber,Matt Craven,Roland Emmerich,Action|Drama|Thriller,black u.s. president|president|secret service|tour|white house,white house down,Channing Tatum Jake Weber Matt Craven Roland Emmerich Action|Drama|Thriller black u.s. president|president|secret service|tour|white house
Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Simon Wells,Action|Adventure|Animation|Comedy|Family|Sci-Fi,boy|martian|rescue|robot|sexism,mars needs moms,Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells Action|Adventure|Animation|Comedy|Family|Sci-Fi boy|martian|rescue|robot|sexism
Hugh Jackman,Kate Winslet,David Suchet,David Bowers,Adventure|Animation|Comedy|Family,boat|frog|rat|sewer|toad,flushed away,Hugh Jackman Kate Winslet David Suchet David Bowers Adventure|Animation|Comedy|Family boat|frog|rat|sewer|toad
Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright,Adventure|Family|Fantasy,1940s|child hero|fantasy world|orphan|reference to peter pan,pan,Hugh Jackman Cara Delevingne Nonso Anozie Joe Wright Adventure|Family|Fantasy 1940s|child hero|fantasy world|orphan|reference to peter pan
Ty Burrell,Zach Callison,Karan Brar,Rob Minkoff,Adventure|Animation|Comedy|Family|Sci-Fi,dog|father son relationship|inventor|talking dog|time travel,mr. peabody & sherman,Ty Burrell Zach Callison Karan Brar Rob Minkoff Adventure|Animation|Comedy|Family|Sci-Fi dog|father son relationship|inventor|talking dog|time travel
Brad Pitt,Orlando Bloom,Julian Glover,Wolfgang Petersen,Adventure,greek|mythology|prince|trojan|troy,troy,Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen Adventure greek|mythology|prince|trojan|troy
Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Eric Darnell,Adventure|Animation|Comedy|Family,animal|circus|island name in title|lemur|penguin,madagascar 3: europe's most wanted,Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell Adventure|Animation|Comedy|Family animal|circus|island name in title|lemur|penguin
Toby Stephens,Colin Salmon,Rick Yune,Lee Tamahori,Action|Adventure|Thriller,catfight|clinic|colonel|diamond|patricide,die another day,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action|Adventure|Thriller catfight|clinic|colonel|diamond|patricide
Ed Begley Jr.,Kate McKinnon,Zach Woods,Paul Feig,Action|Comedy|Fantasy|Sci-Fi,ghost|ghostbuster|ghostbusters|male objectification|reboot,ghostbusters,Ed Begley Jr. Kate McKinnon Zach Woods Paul Feig Action|Comedy|Fantasy|Sci-Fi ghost|ghostbuster|ghostbusters|male objectification|reboot
Bruce Willis,Steve Buscemi,Will Patton,Michael Bay,Action|Adventure|Sci-Fi|Thriller,asteroid|astronaut|bomb|meteorite|outer space,armageddon,Bruce Willis Steve Buscemi Will Patton Michael Bay Action|Adventure|Sci-Fi|Thriller asteroid|astronaut|bomb|meteorite|outer space
Will Smith,Rosario Dawson,Rip Torn,Barry Sonnenfeld,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,alien|lingerie|lingerie model|m.i.b.|pug,men in black ii,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi alien|lingerie|lingerie model|m.i.b.|pug
